idPlayerNBA,namePlayer,summary,comments,dynastycomment
1628970,Miles Bridges,One of the most athletic forwards in the NBA who has LaMelo to set him up is a recipe for success. Great on both sides of the ball. ,"Shocked to see that he’s been allowed back in the NBA, but here we are. Strictly speaking basketball, Bridges is one of the best lob threats in the NBA and has the ideal player in LaMelo Ball to set him up. During the 2021-22 season, Bridges was a third-round sensation in 9-cat, excelling on both ends of the court. He averaged roughly 20/7/4 with 1.8 triples and a combined 1.7 steals and blocks. There’s no telling how much rust he’ll have and he has to sit out the first 10 games, so he’s a low-risk, high-reward pick in the late rounds. ",Total wild card. LaMelo's favorite lob target is back.
1628971,Bruce Brown,"Not going to light up any one category, but he’ll have solid contributions across the board. Exactly what you want from your late-rounders. ","Playing next to Nikola Jokic has it’s perks. Brown was never a good fantasy asset prior to 2022-23, but he had a career year with the Nuggets and threatened the top-100 with 10th-round value in 9-cat. Most of his value derived from his playmaking (3.4 dimes) and defensive stats (1.1 steals and 0.6 blocks) with modest 3s (1.1 3PM) on above average percentages. 

He was in the 88th percentile off screens and 71st percentile off cuts, making him an ideal role player for Jokic’s playmaking vision. Brown took a massive payday to join the Pacers where he will team up with another wizard in Tyrese Haliburton, so hopefully they can find similar chemistry. Brown will play a significant role if his salary is any indication, though I don’t think his usage will suddenly spike on the Pacers. He’s just a late-round “glue” player for a lot of different roster builds. ",Goes from playing next to Jokic to Haliburton. Lucky guy.
1628972,Troy Brown Jr., , ,
1628973,Jalen Brunson,"New York’s leader and best fantasy asset by a mile. Elite PG, but struggles with rebounding and stocks. ","Brunson is the one who got away from Dallas, leading the Knicks on a special run (by their standards) to 47 wins and a playoff appearance. He had plenty of hype coming into the 2022-23 fantasy season with an ADP of 64, and he more than delivered as the 44th best player in 9-cat (per-game). He played in 68 total games and set multiple career-highs in points (24.0), assists (6.2), steals (0.9) and 3-pointers (2.0) with a 49/41/83 shooting line. 

His time on the ball went up 13% compared to his time with Dallas, quickly establishing himself as New York’s leader. It also speaks volumes that Brunson was named Team USA’s leader by Steve Kerr. Heading into his age-27 season, the floor general is only going to get better and that’s scary to think about. In 2022-23, Brunson was in the 82nd percentile for pick-and-rolls, 84th percentile in ISOs and 85th percentile in spot up shooting. 

Brunson has tremendous efficiency in both percentages, and while I’m very bullish on him for 2023-23, the only thing that will hold him back from elite status in fantasy is a low steal rate, low rebound rate and non-existent blocks, as his 6’1 frame and 6-4 wingspan aren’t doing him any favors. ","New York's leader on offense, but low rebounds and defensive stats."
1628975,Jevon Carter,"Chicago’s backcourt is crowded, but Carter can get the job done in 3s, steals and dimes. ","Jevon Carter just missed the top-200 in 9-cat during the 2022-23 season in 22 minutes per game for the Bucks, but I think he cracks that mark with the Bulls. He’ll likely split time with Alex Caruso, but he offers strong production in steals and 3s with a handful of dimes. The Bulls gave him $20M for a reason, as he’s one of the best perimeter defenders in the NBA and hit 44% of his catch-and-shoot 3s. ",
1628976,Wendell Carter Jr.,Would love to see his defensive output match his actual impact on that end of the floor. Safe but boring fantasy center in my eyes.,"Wendell Carter Jr. continues to be more valuable on an actual NBA floor compared to fantasy world. Despite averaging 15/9/2 on 52% shooting, WCJ finished just outside the top-100 in 9-cat per-game value. A pedestrian FT% on decent volume combined with steal and block rates that would make only Blake Griffin jealous were the culprits. 0.6 steals and 0.7 blocks per 36 minutes simply isn’t going to cut it. 

The good news is that he’s a legit stretch five now, hitting a career-high 1.4 triples on a 35% clip. He’s comically good at the rim (85%) which will keep his FG% up, and going into his age-24 season, I think he’s only going to improve. The lack of defense reduces his upside considerably, but you know what you’re going to get with WCJ and he doesn’t have much competition at the five.",Lacks top-50 upside with low defensive stats.
1628978,Donte DiVincenzo,"Another player that Thibs will fall in love with, but I’d like to see RJ Barrett get the boot. ","Donte DiVincenzo is the type of role player every good team needs. He can handle the ball, defend at a high level and hit his open 3s. The Knicks gave him $47M, but my main concern is the logjam in the wing rotation with Quentin Grimes, RJ Barrett, Josh Hart and Immanuel Quickley around. Yes Barrett has been awful, but it would be surprising to see the Knicks give up on him. At least not for another year. 

Donte played 26 minutes per game for a loaded Golden State team and nearly cracked the top-100, but I’d like to get more clarity on his role before moving him up too high on my board.","Strong per-minute player, but New York is crowded."
1628981,Bruno Fernando, , ,
1628983,Shai Gilgeous-Alexander,The most complete guard in fantasy who gets to the rim for fun and racks up loads of steals and blocks. Now has a new weapon in Chet.,"With everyone absolutely terrified about the Thunder tanking for Wembanyama and an early season shutdown for SGA, he instead became one of the best players in the NBA and led them to a 40-win season. With an ADP of 47, he left that number in the dust on his way to a No. 3 overall finish in 9-cat with 31.4 points, 5.5 assists and 4.8 rebounds, 1.6 steals, 1.0 blocks and 0.9 triples on 51/35/91 shooting. To put his season into context, SGA joined Michael Jordan and LeBron as the only players to average 30 points, 4 rebounds, 5 assists, 1 steal and 1 block on 50% FG in history (h/t Brandon Rahbar). 

He was a wrecking ball in the paint, averaging a league-high 23.9 drives per game and getting to the charity stripe 11 times per game. He was 7th in the NBA in usage rate and in player efficiency rating, earning a spot on the All-NBA First Team. He did all of this without a reliable frontcourt partner, and now he’s going to have Chet Holmgren to work with. 

Even if SGA doesn’t match his absurd percentages and takes a small usage hit, the defensive stats are likely here to stay as he was third in the NBA in deflections per game. With OKC’s rebuilding phase coming to an end, SGA will turn this team into an absolute juggernaut in the West and could have many first-round finishes in his future at only 25 years old.","Impossible to contain on drives, and a menace on defense."
1628984,Devonte' Graham, , ,
1628988,Aaron Holiday, , ,
1628989,Kevin Huerter,One of the best 3-point specialists to snag with the added bonus of a few dimes.,"Huerter had a bit of a rollercoaster of a first season with the Kings with some streaky shooting, but as a whole, it was a success. He averaged career-highs in points (15.2) and 3-pointers (2.7) while rocking a 48/40/72 shooting line. The Kings will look similar in 2023-24 which makes projecting much easier, and Huerter should slot into his same role. 

Huerter is one of the NBA’s best shooters, trailing only Steph Curry and Buddy Hield on pull-up 3s. He’s a solid secondary playmaker with 3.8 dimes per 36 for his career, and his steal rate is respectable. He’s a high-floor, low-ceiling player than you can get for cheap in drafts that fits with pretty much any roster build. ",Elite 3-point shooter with close to a steal per game with a handful of dimes.
1628991,Jaren Jackson Jr.,"He’s getting drafted lower than where he finished last season, but his situation has improved dramatically and he’s about to make the leap to superstardom. ","JJJ missed the first 14 games of the season due to a stress fracture in his foot, but those willing to take a “risk” at his comically low ADP of 106 were rewarded handsomely. JJJ finished as the 12th best player in 9-cat for per-game value, and he managed to finish 19th in totals in just 63 appearances. 

Calling it a breakout season doesn’t even do it justice, as Jaren won the Defensive Player of the Year Award and was named a first-time All Star with averages of 18.6 points, 6.8 rebounds, 1.0 assists, 1.0 steals, 3.0 blocks and 1.6 triples on a 50/35/78 shooting line. The best part? He did this in 28 minutes per game. His 9.6% block rate was on a level that only Manute Bol, Serge Ibaka and Hassan Whiteside have reached, and he became the first player in history to average 3.0 blocks and 1.5 triples. A true unicorn. 

JJJ is coming into the season with a clean bill of health for once, and the Grizzlies will begin the year with Ja Morant suspended for 25 games. Dillon Brooks getting punted to Houston also leaves 45 shots on the table to be absorbed by the likes of JJJ, and you have to love that he spent the summer learning from the best of the best with Team USA. I’m expecting another leap for JJJ in his age-24 season as he stakes his claim as a top three big in fantasy basketball.",Could legitimately move into the top-5 if he takes another leap. Will only be 24 in September.
1628995,Kevin Knox II, , ,
1628997,Caleb Martin,Miami’s utility man could see a larger role with Max Strus and Gabe Vincent no longer around.,"Caleb Martin is not a sexy pick, but he’s a safe one. Martin is a versatile forward who can do a little bit of everything for Miami. He made 49 starts last season, but his presence is more important than ever with the Heat losing Gabe Vincent and Max Strus. The decline of Kyle Lowry plays into Martin’s favor as well. Martin was a 12th-rounder in 2022-23 in 29 minutes per game. ",Miami's utility player can do it all.
1628998,Cody Martin, , ,
1629001,De'Anthony Melton,“Mr. Do Everything” may be asked to take on a larger role with Harden at odds with the 76ers. Elite steals and solid across the board.,"One of “my guys,” Melton built on his successful 2021-22 campaign and broke through the top-75 in 9-cat value in 2022-23 in only 27 minutes per game. He started 58 of 77 games, and every time the 76ers were without any key player, it was usually Melton who saw his value spike with his multi-position versatility – he logged minutes at three different positions. 

Melton has become a very reliable perimeter shooter, especially on his catch-and-shoot 3s (41% clip). He’s not where he needs to be as a playmaker yet and ranked in the 48th percentile as a pick-and-roll ball-handler, so there’s still a lot of room for growth there. Defensively, he’s as good as it gets. Melton had the second highest steal rate in the NBA in 2022-23, he had the sixth most deflections per 36 and averaged 0.7 blocks per 36 which is elite for a guard. 

There are a lot of questions to be answered in Philly as we wait for the James Harden situation to resolve itself, but whatever happens, Melton is sure to be undervalued in the industry like he was last season when he had an ADP of 120. He’s the ultimate glue player for any roster build, much like Robert Covington was back in the day.",Contributes across the board. Elite steals and plenty of 3-pointers. Harden's situation helps.
1629002,Chimezie Metu, , ,
1629003,Shake Milton,"Poor defensive stats, but Milton is capable of running an offense and the Minnesota bench is bleak.",,
1629004,Svi Mykhailiuk, , ,
1629006,Josh Okogie, , ,
1629008,Michael Porter Jr.,"The upside that the fantasy industry drooled over a couple years ago isn’t there anymore with MPJ losing some burst, but he’s still an excellent role player for the Nuggets. ","Considering MPJ has had three back surgeries in the past five years, it was pretty remarkable to see him make it through 62 games in 2022-23. While he didn’t have the same explosion we’ve seen in years past, MPJ was a vital part of Denver’s championship run and was automatic from deep, hitting 3.0 per game at a 41% clip. Only two players graded higher than MPJ on catch-and-shoots when accounting for difficulty of shots, and that was Klay Thompson and Luke Kennard. This is a 6-10 forward we’re talking about. 

MPJ excelled in transition (86th percentile) and off cuts (93rd percentile), and that’s one of the perks of playing alongside Jokic. MPJ’s steal and block numbers were mediocre though, and based on previous years, there is only a little room for growth. Who knows, maybe with renewed health we could see him expand his defensive game in the future. But for the immediate future, fantasy owners can expect to get a uber-efficient knockdown 3-point shooter with good rebounding and no punt-worthy flaws. And with the massive injury red flags, he should be somewhat affordable in drafts.",Injuries have zapped his athleticism. Has settled in as a strong role player.
1629011,Mitchell Robinson,"Will carry you in boards and blocks with a nice bump to your FG%, but he’s underwhelming everywhere else. Bigger role is not happening under Thibs. ","Mitchell Robinson played in 59 games during the 2022-23 season, missing a large chunk of them with a thumb injury. He was very effective when on the floor though, placing 50th in 9-cat per-game value in 27.0 minutes on the back of his production in rebounds (9.4), blocks (1.8) and FG% (67.1%). 

Basketball Index has a “Defensive Playmaking” metric that combines steals, deflections, blocks, and offensive fouls drawn, and Robinson placed 10th on that list last season. Robinson’s foul rate has decreased with each season as he becomes more disciplined, and while that has led to fewer blocks, he was still 6th in the NBA in block percentage. 

Robinson has some offensive tools, but the Knicks almost never let him use them. In fact, last season Robinson had six shot attempts outside the paint, making one of them. 52% of his shots were dunks which led the NBA, so that explains why he was third in the NBA in FG%. Robinson may as well shoot blindfolded from the line, but the good news is that it’s a low enough volume to not matter much. New York didn’t make too many roster decisions that will impact Robinson, so it’s pretty safe to project similar production in 2023-24. ",Hartenstein wasn't as big a threat as feared. Robinson is more disciplined on defense these days.
1629012,Collin Sexton, , ,
1629013,Landry Shamet, , ,
1629014,Anfernee Simons,"One of the best microwave scorers at his position, but his playmaking needs work and his role is unclear while we wait on Dame.","Anfernee Simons is coming off a breakout 2022-23 season that was eventually cut short in Portland’s tank race that netted them Scoot Henderson. He posted career-highs in points (21.1), assists (4.1), steals (0.7) and triples (3.4) on a 44/37/89 shooting line. 

He was 11th in the NBA in 3-point makes, finishing 6th in Basketball Index’s “3-point Shooting Talent” behind Steph, Klay, Buddy, Mitchell and Dame. He also flashed some impressive playmaking ability, ranking in the 82nd percentile in the pick-and-roll. It’s difficult to gauge Simons’ value with Damian Lillard’s future in the air, and the addition of Scoot Henderson combined with some internal improvement from Shaedon Sharpe could make Simons expendable – it’s no secret that his name has been in the rumor mill.","Questionable future with Portland and lacks playmaking, but boy he can put up points with the best of them."
1629018,Gary Trent Jr.,"Can always back on Trent Jr. for his 3s and steals, but minimal upside beyond those. Toronto could be a mess. ","Gary Trent produced the second best fantasy season of his career, appearing in 66 games and taking a slight step back in 3-pointers, steals and assists. He had a respectable 21% usage rate while turning it over just 0.8 times per game. He ranked 62nd in 9-cat (per-game value), beating his ADP by a couple rounds. 

The Raptors could look a lot different in 2023-24, as Fred VanVleet is now with the Rockets and Pascal Siakam and OG Anunoby are constantly in the rumor mill with the potential for a full-blown rebuild in Toronto. Trent can’t be considered a lock to stay in Toronto either, as he’s in the final year of his deal worth $18M. There was talk of a lucrative extension offer, but there’s been crickets since. A trade wouldn’t be the worst thing for his value because the Raptors are a tank risk in 2023-24, but for the immediate future, you have to think that he’s going to get a solid chunk of VanVleet’s vacated field goal attempts. 

Trent will continue to be a great source of points and 3-pointers wherever he ends up, but his biggest appeal is his steal rate with two straight top-10 finishes in that category. He’s a lot better in 9-cat than he is in 8-cat, but he’s likely to be a safe and affordable pick that can fit with most roster builds.",Great source of 3s and steals with a hit to your FG%.
1629020,Jarred Vanderbilt,A rebound hoarder with an elite steal rate and sky-high FG% that you can get very late in drafts. ,"Jarred Vanderbilt is one of those fantasy weirdos with a very unique stat profile. He was an 11th-round fantasy value in 9-cat in 2022-23 in 24 minutes per game, splitting his time with the Jazz and Lakers. 

Most of his value came from his rebounding, but that’s no surprise. For his career, he averages 11.5 boards per 36 minutes. He’s also an elite disruptor defensively with 1.8 steals per 36 for his career, and he’s not a bad shot blocker either (0.8 per 36). My favorite swing skill that could make Vando take the leap as a player is his playmaking ability. He’s always shown flashes in this area dating back to his Kentucky days, but he didn’t get as many chances to facilitate in Los Angeles compared to Utah. 

Offensively he’s pretty limited with 75% of his shots coming from inside of 10 feet, but at least his FG% will be high as a result. The bad news is that his workload is likely to be held in check with the Lakers, as 24 minutes is probably a fair expectation when you have LeBron (will play some 3), Anthony Davis and Rui Hachimura at your disposal. Vando isn’t for every build but you can’t go wrong if you find yourself needing rebounds, steals and FG% for cheap.","Lakers really seem to love Rui, so a 24-minute role may be Vando's ceiling this season."
1629021,Moritz Wagner, , ,
1629022,Lonnie Walker IV, , ,
1629023,P.J. Washington,Hornets waited a while to give him love in free agency and are getting Miles Bridges back while adding Brandon Miller.,"Washington is coming off a 9th-round fantasy campaign in 2022-23, playing in 73 games for the Hornets. His counting stats were solid, but his shooting line was not. That’s a red flag to me, as his counting stats are about to come back down with Miles Bridges returning, Brandon Miller joining the rotation and LaMelo back to run the show.

Update: The Hornets finally signed Washington to a $48M deal. It’s safe to assume that Washington will open the season as the starting PF, but holding onto his job for the whole year will be no easy task.","Back with the Hornets, but has much more competition now."
1629026,Kenrich Williams, , ,
1629027,Trae Young,"Due for a bounce back with Quin Snyder at the helm, and his 3P% could make or break his season. ","A walking 25/10, Trae Young’s counting stats did not suffer with the addition of Dejounte Murray in 2022-23. He was very durable for the second straight season with 73 games played, and he averaged a career-high 1.1 steals. The bad news is that Trae’s shooting went off a cliff – he shot 42% from the field and 33% from deep, and when you’re talking about 20 shots a night, that can blow up your FG%. That combined with over four turnovers per game is why Trae ranked 51st in 9-cat value compared to his ADP of 11, although that’s a bit harsh since most of his fantasy owners probably punted away one of his weaknesses.

Trae’ brutal start to the season is largely to blame, and he went through a similar shooting slump during his rookie season. He also became hesitant from beyond the arc with two less 3PAs per game. If he can get his shooting and confidence back to the level we saw in 2021-22, the narrative around Trae will quickly change. 

Trae was 4th in the NBA in assist percentage and 4th in time of possession, so he’s going to dominate the ball again on Atlanta’s revamped roster. He can also get to the line at will, ranking 6th in the NBA in FTAs and hitting them at a nearly 90% clip. It doesn’t seem like Trae will be discounted much despite coming off a down year, but anyone who can get you double digit assists while single handedly carrying you in FT% is a great snag in the second round. ",Will need to see positive regression with his 3-point shot to justify this. Floor of 10 dimes is always nice.
1629028,Deandre Ayton,Doesn’t love basketball and won’t be happy being the 4th option on offense. Will he buy in or not?,"Deandre Ayton has been trending in the wrong direction for several years and has some of the worst body language in the NBA, often looking agitated when he’s not fed the ball despite rarely showing any effort. Without trying to be harsh, there are so many red flags here that it might play to his favor in fantasy basketball, but we’ll have to see where his ADP ends up. 

The Suns have been shopping Ayton for the past couple seasons, but they haven’t been able to find a sucker to take on his contract. They may want to try calling Charlotte or Washington’s front office. They later decided to “move forward” with Ayton as their starting center, though he’ll have to accept that he’s going to get fewer touches in a revamped offense that will revolve around Booker, Durant and Beal. 

For all his faults, Ayton still ranked 54th in 9-cat last season (per game), averaging a double-double and shooting very well from the field without tanking your FT%. But 0.8 blocks per game after swatting 0.7 per game the year before is unacceptable for a center with his size and athleticism. If you want to roll the dice on a boring center that hasn’t improved since his rookie season and that doesn’t enjoy basketball, then Ayton is your guy. ",The fourth option in Phoenix. Poor defensive effort and has underwhelmed for several years.
1629029,Luka Doncic,"Finally in great shape, Luka’s unfair counting stats have been held back only by a below-average FT% and missed games. ","Luka’s price tag was hefty in 2022-23 with an ADP of 4.0, but he fell a little short of expectations – he ranked 16th in per-game 9-cat value and 17th in totals. High turnovers are par for the course when you’re talking about a player who was 5th in the NBA in touches per game (89) and 2nd in usage rate (37%), so the better bet if you rostered Luka was punting free throws as he hit 74% on over 10 attempts per game. With FT% out of the equation, Luka was the 4th best fantasy asset in 9-cat. 

He scored a career-high 32.4 points per game, with 84.7% of his buckets being unassisted to lead the NBA… That is absolutely insane. He gave his fantasy owners almost a nightly triple-double with 8.6 rebounds and 8.0 assists, adding 1.4 steals, 0.5 blocks and 2.8 triples on 49% from the field. The late addition of Kyrie Irving had little to no impact either, with Luka averaging 40/8/7 in 16 games alongside him. 

Missed games are a concern with an average of 64 games played over the past four seasons, with a good chunk of those being maintenance related. The good news is that Luka looks to be in shape for the first time in his career for the World Cup, and that could lead to more games played and potentially a bump in FT% with improved conditioning. An improved supporting cast should make his life easier as well with less hero ball needing to be played. ",FT% and missed games are the only red flags for the most creative point forward in the NBA.
1629033,Theo Pinson, , ,
1629048,Goga Bitadze, , ,
1629052,Oshae Brissett, , ,
1629057,Robert Williams III,A per-minute monster that will have to share the floor with Porzingis and Horford. Reduced workloads may play to his favor and keep him healthy.,"Robert Williams couldn’t build on his breakout 2021-22 campaign when he took the fantasy world by storm and posted second-round value in 9-cat. He was coming off knee surgery before the start of the 2022-23 season and didn’t debut until mid-December, appearing in a total of 35 games. He was a top-70 player in 9-cat on a per-game basis in 24 minutes per night, floating in and out of the starting lineup with an extremely volatile role. 

The Celtics made a big splash during the offseason and brought in Kristaps Porzingis, but they did lose some depth in Grant Williams and Marcus Smart. Al Horford is 37, and with both he and Porzingis capable of playing the four I don’t see any reason why Williams can’t be in the 23-25 minute range. 

Finally healthy, Williams is set up to showcase what he can do in his “free safety” role. Williams was among the league leaders in loose balls recovered despite playing on one leg, and I would bet on seeing some positive regression with his steal/block rates. For his career, Williams averages 2.9 blocks and 1.3 steals per 36. With the fantasy industry worried about the arrival of Porzingis and Williams’ injury history, I think he’ll be one of the best gambles you can make in drafts at his projected ADP.",A 25-minute role probably suits his knees. Due for a major bounceback.
1629060,Rui Hachimura, , ,
1629111,Jock Landale, , ,
1629117,Wenyen Gabriel, , ,
1629130,Duncan Robinson, , ,
1629134,Kendrick Nunn, , ,
1629139,Yuta Watanabe, , ,
1629162,Jordan McLaughlin, , ,
1629216,Gabe Vincent,"He had his moments in Miami, but it didn’t translate to much fantasy value.","D’Angelo Russell has a fresh new deal with the Lakers despite a poor showing in the postseason. Russell will enter camp as the starter by default, but Vincent is good enough to make things interesting. Vincent’s upside isn’t the best though, as he failed to crack the top-200 last season. ",
1629234,Drew Eubanks, , ,
1629312,Haywood Highsmith, , ,
1629599,Amir Coffey, , ,
1629603,Mamadi Diakite, , ,
1629610,DaQuan Jeffries, , ,
1629611,Terance Mann, , ,
1629614,Andrew Nembhard, , ,
1629618,Jalen Pickett, , ,
1629622,Max Strus,Minimal upside beyond his streaky 3-point shooting. ,"Strus could be Cleveland’s answer at small forward after they trotted out Lamar Stevens in 2022-23. Strus is a one-trick pony in fantasy though, and he tends to run red hot or ice cold. You might be better off picking him off the waiver wire when he’s on a heater. ",
1629623,Lindell Wigginton, , ,
1629627,Zion Williamson,Could be a nice gamble at a massive discount. A great player to pair with guys like Giannis or Luka since you won’t be winning FT%.,"Zion remains one of the most polarizing players in the industry. In four seasons, he has played a total of 114 games. Zion missed the entire 2021-22 season with a foot injury and gained a considerable amount of weight, and while he looked much more like the Zion we saw at Duke in 2022-23, he only managed to appear in 29 games with a hamstring injury being his downfall. 

You can’t argue with his production, though. He put up averages of 26/7/5 and became a point forward for the Pelicans. And he was a stud with the ball in his hands, ranking in the 85th percentile as a pick-and-roll ball handler. You better believe he’ll be tasked with a ton of those again with the Pelicans returning the same roster. He was even better at ISOs (88th percentile), as he’s virtually impossible to stay in front of. And if you do manage to, he’ll just bulldoze you at the rim with Zion converting 71% from there. 

Zion’s steal/block rates were insane at Duke, and while he hasn’t come close to that level in the NBA, 2022-23 was a step in the right direction with 1.1 steals and 0.6 blocks. He’ll carry you in FG% because he doesn’t take many 3s and lives around the rim, much like Giannis does. But if you decide to take the plunge at what could be an intriguing discount, make sure to punt FT% as he was the 6th worst performer by FT volume.",Just give me one healthy season and Zion explodes into the top-15.
1629628,RJ Barrett,RJ is running out of time to impress Thibs. Knicks may be tempted to give Quickley more run. ,"If you are not punting, move along. Barrett has a swiss cheese stat profile, as he’s good in points, 3s, assists and rebounds but has holes everywhere else. And they aren’t small ones either. Barrett will single handedly tank your FG% and FT% on high volume, and he has shown little to no growth since his rookie season. ",Dicey summer for Canada. Still some glaring holes in his stat profile.
1629629,Cam Reddish, , ,
1629630,Ja Morant,Zero clue on what to expect here. Ja needs to find a new inner circle and can’t stay out of headlines. Will be tough to burn a mid-round pick on someone missing 25 games. ,"A 25-game suspension for Ja isn’t as bad as many feared, but who's to say that he won’t do something stupid again. Until he changes his inner circle, there are always going to be red flags here. We are going to see Ja’s ADP go all over the place depending on what your risk tolerance is, but if you’re getting him at the end of the middle rounds and possibly later, it’s all upside from there. 

Morant ranked 90th in 9-cat (per game) in 2022-23, and while his counting stats didn’t change much from his top-50 season in 2021-22, his percentages dropped by a few percent and his steal/block rate took a small hit. An in-season suspension and a couple injuries certainly didn’t help. He has some holes in his game with mediocre free throw shooting on high volume, an average FG%, low 3s and high turnovers, but he’s someone you can easily optimize with a punt or two with his absurd production in points and assists. 

On the court, Ja is still an absolute menace. He’s impossible to stay in front of with only Shai Gilgeous-Alexander averaging more points per game on drives, and Basketball Index graded him with an A+ in Finishing, Playmaking and Offensive Impact. He’s a traffic cone on defense, but occasionally he’ll use his unfair athleticism to get into passing lanes or make a chasedown block to keep his defensive stats respectable.",Great time to buy stock if you're rebuilding.
1629631,De'Andre Hunter,Average scorer and rebounder who is incapable of providing defensive stats.,,"A warm body that gets minutes, but upside is terrible."
1629632,Coby White, , ,
1629634,Brandon Clarke, , ,"Not healthy yet, but he's probably the best long-term bet next to JJJ."
1629636,Darius Garland,"One of the NBA’s best playmakers and 3-point shooters, but he’ll need to make a jump in at least one more category to threaten the top-25. ","Darius Garland survived the addition of Donovan Mitchell and kept his fantasy value afloat in 2022-23, finishing as the 46th best player in 9-cat (per-game). The previous season was his breakout campaign when he was the man in Cleveland, leading to a 37th overall finish. The arrival of Mitchell didn’t lead to much of a discount on draft day for Garland, as he had an ADP of 30. But with 69 games played, his fantasy owners had nothing to complain about. 

Garland’s usage rate was only down by 1% with Donny in town, and his production took only the slightest hit across the board. I actually think Mitchell is the ideal backcourt partner for Garland, as Garland is not ready to be a No. 1 option on offense just yet – he ranked in the 19th percentile on ISOs. However, Garland is pretty clearly a top-5 playmaker in the NBA, leading the league in assists off drives and finishing 12th in assist percentage. 

He’s also an absolute monster off the ball, producing 1.29 points per possession when moving off screens and hitting 44% of his catch-and-shoot 3s. For someone that won’t be 24 until January, these are truly incredible numbers. With Cleveland returning their core and adding another shooter in Max Strus, Garland is poised for yet another terrific season, but low rebound rates and below average defensive stats could keep him out of the top 25.","Lacks rebounds and defensive stats, but thriving on and off the ball next to Donny Mitch."
1629637,Jaxson Hayes, , ,
1629638,Nickeil Alexander-Walker, , ,
1629639,Tyler Herro,"Coming off his best season, it will be interesting to see if he takes some PG reps from Lowry. The Lillard rumors are not going away though. ","Tyler Herro put together his best ever fantasy campaign in 2022-23, ranking 76th in 9-cat per-game value, essentially matching his ADP of 74. He set career-highs in 3-pointers (3.0), steals (0.8) and FT% (93%), all while averaging 20/5/4. Unlike the 2021-22 season when Herro won the Sixth Man of the Year Award, Herro moved into the starting lineup but his fantasy value barely moved. 

Herro missed 99% of Miami’s Finals run with an injury he’s since recovered from, and he’s heard his name in trade rumors on a daily basis with the Heat in full pursuit of disgruntled star Damian Lillard. If you’re wondering why a deal hasn’t been made yet, it’s because a trade package with Herro as the headliner isn’t going to cut it. Yes he’s an outstanding shooter, but he was in the 16th percentile at getting to the rim last season (h/t Cleaning the Glass) and usually ends up settling for a lot of mid-range shots. To be fair, he did hit a career-high 46% of them. 

Herro ranked in the 65th percentile as a pick-and-roll ball handler and is better suited to be a secondary creator, and his defensive output is underwhelming with 0.8 steals and 0.2 blocks per 36 minutes for his career.","Lacks early-round upside, but can shoot for days and may be asked to do more with Lowry fading. But what happens with Dame?"
1629640,Keldon Johnson,"Looking at a reduced role, but he can fill up a box score at the expense of your percentages. ","Keldon Johnson scoring a career-high 22.0 points per game yet finishing outside the top-150 in 9-cat in 2022-23 says a lot about his game. Although he was decent in 3s (2.1), rebounds (5.0) and assists (2.7), he averaged a combined 0.9 steals and blocks while shooting poorly from the field and the line on high volume. This is who he is though, as he’s had full workloads in three straight seasons and has yet to crack the top-100. In 2023-24, there is a good chance Keldon comes off the bench behind Devin Vassell and Jeremy Sochan, while Wembanyama will join Zach Collins in the frontcourt where he will become the focal point of the offense. Keldon has too many holes in his game for my taste and his usage is about to tank. ",May move to the bench and doesn't do mucy beyond scoring.
1629642,Nassir Little, , ,
1629643,Chuma Okeke, , ,
1629645,Kevin Porter Jr.,"Wil have to accept a new role as the sixth man, but history tells us that it might not go over well.","Kevin Porter Jr. had a mostly drama free season in Houston, playing 59 games with most of his absences related to a stubborn foot injury at the turn of the calendar year. The Rockets were one of the worst teams in the NBA, but Silas let KPJ and Jalen Green go rogue most nights without any defensive responsibility. 

KPJ posted 7th-round fantasy numbers in 9-cat and nearly cracked the top-75 with several career-highs. He had the 18th highest assist rate in the NBA, but he turned it over the 5th most in the NBA on pick-and-rolls (18%) and ranked in the 48th percentile as the ball-handler. The good news is that he was solid on ISOs (71st percentile), and he’s shown real potential off the ball with his 44% clip on catch-and-shoot 3s. 

A lot has changed in Houston with the arrivals of Fred VanVleet, Dillon Brooks and Amen Thompson, and new coach Ime Udoka is going to demand a lot more from his players on defense than Silas did. Does KPJ buy in and flourish as the sixth man? He has the skill set for it and you should be able to get him cheap in drafts.",Value took a big hit with the arrival of FVV. There's some concern KPJ won't buy into a reduced role.
1629646,Charles Bassey, , ,
1629647,Darius Bazley, , ,
